"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"That ability was introduced at #11898 as `Relation#update` without_x000D_
giving ids, so the ability on the class level is not documented and not_x000D_
tested._x000D_
_x000D_
c83e30d which fixes #33470 has lost two undocumented abilities._x000D_
_x000D_
One has fixed at 5c65688, but I missed the ability on the class level._x000D_
_x000D_
Removing any feature should not be suddenly happened in a stable version_x000D_
even if that is not documented._x000D_
_x000D_
I've restored the ability and added test case to avoid any regression in_x000D_
the future._x000D_
_x000D_
Fixes #34743.","C 0000321",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"### Summary_x000D_
_x000D_
In https://github.com/rails/rails/pull/34707, I noticed that the example subscribers in `ActiveSupport::LogSubscriber` don't actually log their output strings. This fixes that._x000D_
","C 0000322",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"### Summary_x000D_
_x000D_
When https://github.com/rails/rails/pull/34824 was merged, we didn't add `image/tiff` to the `config.active_storage.variable_content_types` array mentioned in the guides._x000D_
","C 0000323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,"C 0000324",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Part two of https://github.com/rails/rails/issues/34710._x000D_
_x000D_
After studying up commands and generators, I decided to make a command that delegates to a generator (similar to rails new / app generator). This seems to give us the most flexibility with how the command interacts with files, and if the user wants to accept the config overwrites or not. _x000D_
_x000D_
TODO:_x000D_
_x000D_
- [x] Fix three level nested generator lookup_x000D_
- [x] Add tests for generator with file assertions_x000D_
- [x] Add chagelog entry","C 0000325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"### Summary_x000D_
_x000D_
This PR bump license year to 2019.","C 0000326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Found a bug in the ActiveStorage documentation, using resize_to_fit: with the default minimagick gem as specified in the doco returns a mogrify error as ImageMagicks resize method has the following syntax _x000D_
image.resize ""100x100"" _x000D_
_x000D_
which uses the ImageMagick syntax for geometric resizing. _x000D_
widthxheight | Maximum values of height and width given, aspect ratio preserved._x000D_
_x000D_
The documentation should contain the following for a successful resize_x000D_
variant(resize: ""100x100"")_x000D_
_x000D_
Mogrify error_x000D_
`mogrify -resize-to-fit [100, 100] /var/folders/mini_magick.png` failed with error: mogrify: unrecognized option `-resize-to-fit' @ error/mogrify.c/MogrifyImageCommand/5932._x000D_
_x000D_
Relevant Guides below_x000D_
https://www.rubydoc.info/github/minimagick/minimagick -> Under the usages section_x000D_
https://www.imagemagick.org/script/command-line-processing.php#geometry_x000D_
","C 0000327",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,"C 0000328",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"### Summary_x000D_
_x000D_
<!-- Provide a general description of the code changes in your pull_x000D_
request... were there any bugs you had fixed? If so, mention them. If_x000D_
these bugs have open GitHub issues, be sure to tag them here as well,_x000D_
to keep the conversation linked together. -->_x000D_
_x000D_
### Other Information_x000D_
_x000D_
<!-- If there's anything else that's important and relevant to your pull_x000D_
request, mention that information here. This could include_x000D_
benchmarks, or other information._x000D_
_x000D_
If you are updating any of the CHANGELOG files or are asked to update the_x000D_
CHANGELOG files by reviewers, please add the CHANGELOG entry at the top of the file._x000D_
_x000D_
Finally, if your pull request affects documentation or any non-code_x000D_
changes, guidelines for those changes are [available_x000D_
here](http://edgeguides.rubyonrails.org/contributing_to_ruby_on_rails.html#contributing-to-the-rails-documentation)_x000D_
_x000D_
Thanks for contributing to Rails! -->_x000D_
","C 0000329",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"- Use 6.0 version of `ActiveRecord::Migration` for Action Mailbox_x000D_
  Since Action Mailbox will be introduced in Rails 6.0,_x000D_
  it makes more sense to generate migration of that version._x000D_
  Also, I changed its test dummy app to use default 6.0 configs._x000D_
_x000D_
- Use 6.0 default configs in Active Storage test dummy app_x000D_
_x000D_
/cc @georgeclaghorn ","C 0000330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"### Summary_x000D_
Allow a new image extension(`tiff`) to call the `variant` method and generate custom images_x000D_
_x000D_
### Other Information_x000D_
Fixes #34698 _x000D_
`TIFF` images are supported by IE and Safari browsers, but not by Chrome or Firefox_x000D_
","C 0000331",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Related to https://github.com/rails/rails/pull/34816#issuecomment-450378366_x000D_
Follow up https://github.com/rails/rails/commit/ddaf06779aa51d5d1ca462c21c53f2ed169a0d2f_x000D_
","C 0000332",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"### Summary_x000D_
Former installation instructions referenced a path that has been archived. This patch adapts installation instructions to make them look like other Rails components.","C 0000333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"### Summary_x000D_
_x000D_
When used with case-insensitive filesystems ActiveStorage blobs might cause non-portable Disk storage directories to be created, and the UNIQUE index that gets configured on the `active_storage_blobs` table is database-dependent in terms of case-sensitivity. If the database index is case-sensitive, but the underlying filesystem is not, blobs might be overwritten and the available key space for uploaded blobs shrinks drastically. This does happen on macOS filesystems already._x000D_
_x000D_
This patch changes the ActiveStorage key generation from mixed-case base-58 to lowercase base-36, and increases the key size from 24 bytes to 28. When using base58 there are `58**24` possible key values, and to have the same or more possible keys with base36 we need to have `36**28`, increasing the storage requirement for the key by 4 bytes. Since the database migrations for the blobs table are not CHAR()-size-restricted (and the fix worked for me both on SQLite and MySQL) I believe this is a reasonable compromise._x000D_
_x000D_
Note that this will not alter the storage keys that have already been generated, their treatment wills tay unchanged. Neither will it correct the storage directory structures that were created using mixed-case keys on macOS since you need to ""rekey"" the stored objects if you want the storage directory to be portable to a case-sensitive filesystem._x000D_
_x000D_
Closes #34804 , addresses the underlying issue in #33864 for freshly-generated uploaded blobs. Unfortunately it cannot be excluded that for some people some blobs already did get overwritten if SQLite was used in combination with a case-insensitive filesystem and the Disk storage service. Neither does this change existing blob keys._x000D_
_x000D_
This change does have an implication that for existing S3 buckets and for other services that potentially use ""naive partitioning"" (first N  bytes of the given object store key) partition usage is going to become less ""fair"". However, AWS recently dropped the recommendation on manual key distribution for the key prefix (https://www.infoq.com/news/2018/10/amazon-s3-performance-increase) as it seems they have adopted hashing for the keys the user provides, so this would not be a problem for buckets that get created._x000D_
_x000D_
The advantages of using a lowercase-only key:_x000D_
_x000D_
* Less potential issues with collation-sensitive database indices_x000D_
* Removes issues with potentially case-insensitive blob stores_x000D_
* Makes it easier to download blobs from a remote store to a case-insensitive filesystem for debugging","C 0000334",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"`#added?` without options shouldn't try to match by options_x000D_
_x000D_
See https://github.com/rails/rails/issues/34813#issuecomment-450375840_x000D_
_x000D_
I know that we are working on https://github.com/rails/rails/pull/32313 that should introduce model for an error object(instead of using Hash), but there is two reasons why we should merge this to master: Improved test that describes `added?` method behavior better and also we should backport it to `5-2-stable` since we made regression in 5.2.2 ad739f59aa0fd81850010cedf992b81b24da9ff1._x000D_
_x000D_
Closes #34813_x000D_
","C 0000335",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Currently, we do not generate Action Mailbox files, but It would be great to have `skip-action-mailbox` option for flexibility, and consistency._x000D_
Related to https://github.com/rails/rails/commit/ddaf06779aa51d5d1ca462c21c53f2ed169a0d2f_x000D_
/cc @georgeclaghorn ","C 0000336",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Since e3f832a7433a291a51c5df397dc3dd654c1858cb `ActionMailer::Base.receive` is deprecated._x000D_
I removed mention about receiving emails from the Action Mailer Basics guide in separate PR https://github.com/rails/rails/pull/34812._x000D_
/cc @georgeclaghorn _x000D_
","C 0000337",0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"- Move some `actionmailbox/README.md` content to Action Mailbox Basics guide_x000D_
   I added WIP label to that guide since we definitely want to complement it._x000D_
- Fix Action Mailer Basics_x000D_
  Now Action Mailbox is responsible for receiving emails._x000D_
- Add Action Mailbox to Major Features of Rails 6.0_x000D_
_x000D_
Related to https://github.com/rails/rails/pull/34786_x000D_
Closes #34819_x000D_
r? @georgeclaghorn ","C 0000338",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"### Summary_x000D_
_x000D_
If there is not a `csrf-token` meta tag in the document, the blob record XHR includes an `X-CSRF-Token` header set to the string `""undefined""`. Instead, it should not be included in the absence of a meta tag._x000D_
_x000D_
### Other Information_x000D_
_x000D_
This came up in a library using ActiveStorage in a React context: https://github.com/cbothner/react-activestorage-provider/pull/10#issuecomment-432447633. Since it's not possible to remove a header from an XHR (and the only way to change it is by appending) it's not possible for an API only application to provide a CSRF token that was acquired in a different way. If we omit the header when there's no meta tag on the page, users can set the header in a callback to `direct-upload:before-blob-request`._x000D_
_x000D_
r? @georgeclaghorn _x000D_
","C 0000339",0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"### Summary_x000D_
_x000D_
This adds `Date.use_beginning_of_week` for setting `Date.beginning_of_week` locally inside the supplied block. `Date.beginning_of_week` is reset back to the original value when complete. This is very much like `Time.use_zone` - it can be used in a controller `around_action` to easily set the beginning of the week for code executing within a controller action. Similar to `Time.use_zone`, this is helpful when rendering a calendar or performing date calculations when the beginning of the week may depend on some user setting or other customization._x000D_
_x000D_
### Other Information_x000D_
_x000D_
I also went ahead and adjusted the tests that were using `with_bw_default` to set and reset `Date.beginning_of_week` to utilize this new method._x000D_
","C 0000340",0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0
"Use an easier form to calculate the expected size.","C 0000341",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"After the failed attempt to reuse code https://github.com/rails/rails/pull/34538 the regression was added https://github.com/rails/rails/commit/ba4e68f577efc76f351d30a2914e29942b97830e_x000D_
_x000D_
This patch incorporates the regression by extending a more low level methods inside `AssociationScope` which is the only place the `limit(1)` can be shared across all usages._x000D_
_x000D_
cc @eileencodes _x000D_
_x000D_
r? @kamipo _x000D_
_x000D_
","C 0000342",0,0,0,1,0,0,0,0,1,0,1,1,1,1,5,0,1,0,0
"### Summary_x000D_
_x000D_
This pull request upgrades Ubuntu version used at Travis CI from Trusty (14.04) to Xenial (16.04)._x000D_
https://docs.travis-ci.com/user/reference/xenial/_x000D_
_x000D_
Since MySQL 5.7 is available by default_x000D_
https://docs.travis-ci.com/user/reference/xenial/#databases-and-services_x000D_
_x000D_
Added [WIP] label since CI will not run from forked Rails, this pull request commit may fail.","C 0000343",1,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
"This PR adds a few builds on CI with Ruby `2.6.0` and `head` versions.","C 0000344",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"- Improve actionmailbox's .gitignore and remove redundant files_x000D_
- <strike>Remove comment `# rubocop:disable Layout/TrailingWhitespace`</strike>_x000D_
- Fix Ruby warnings in actionmailbox_x000D_
    ```_x000D_
    rails/actionmailbox$ bundle exec rake tests_x000D_
    (snip)_x000D_
    ..._x000D_
    rails/activerecord/lib/active_record/persistence.rb:48: warning: in `create!':_x000D_
    the last argument was passed as a single Hash_x000D_
    rails/actionmailbox/app/models/action_mailbox/inbound_email/message_id.rb:21:_x000D_
    warning: although a splat keyword arguments here_x000D_
    ..._x000D_
    (snip)_x000D_
    ```_x000D_
_x000D_
 Follow up #34786_x000D_
_x000D_
r? @georgeclaghorn ","C 0000345",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"The `#csrf_meta_tags` and `#token_tag` Action View helper methods are_x000D_
expecting the class in which are included to explicitly define the_x000D_
method `#protect_against_forgery?` or else they will fail with_x000D_
`NoMethodError`._x000D_
_x000D_
This is a problem if you want to use Action View outside of Rails_x000D_
applications. For example, in #34788 I used the `#button_to` helper_x000D_
inside of the error pages templates that have a custom_x000D_
`ActionView::Base` subclass, which did not defined_x000D_
`#protect_against_forgery?` and trying to call the button failed._x000D_
_x000D_
I had to dig inside of Action View to find out what was going on. I_x000D_
think we should either set a default method implementation in the_x000D_
helpers or check for the method definition, but don't explicitly require_x000D_
the presence of `#protect_against_forgery?` in every `ActionViews::Base`_x000D_
subclass as the errors are hard to figure out.","C 0000346",1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
,"C 0000347",0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"Because method arguments are different in the methods provided by form helpers and form builders, I think these are necessary to prevent confusion._x000D_
_x000D_
Fixes #34787_x000D_
","C 0000348",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"### Summary_x000D_
_x000D_
While evaluating [multi-environment credentials](https://github.com/rails/rails/pull/33521#issuecomment-449735483), I came across a problem trying to create a new environment for my app._x000D_
_x000D_
Once you have created your first environment (e.g. `development`) you might start adding configuration in initialisers that tries to access encrypted credentials like so:_x000D_
_x000D_
```ruby_x000D_
# config/initializers/sidekiq.rb_x000D_
Sidekiq::Web.set :session_secret, Rails.application.credentials.secret_key_base!_x000D_
```_x000D_
_x000D_
That works fine when running `rails credentials:edit --environment development` _x000D_
_x000D_
If you now decide to create a `staging` environment,  doing `rails credentials:edit --environment staging` will fail with something similar to `...ordered_options.rb:49:in 'method_missing': :secret_key_base is blank (KeyError)`_x000D_
_x000D_
A great many gems that access 3rd party APIs use an initialiser for configuring credentials so the above situation is quite likely to occur._x000D_
_x000D_
I worked around the issue by creating a new empty Rails app, running `rails credentials:edit --environment staging` in it, and copying across the generated credential files. _x000D_
_x000D_
This PR attempts to fix the issue by not loading the application environment for `rails credentials:*` commands._x000D_
_x000D_
I've added a test but I am not sure that it is correct (or sufficient) as I struggled to fully understand the railties test harness. Happy to try another way to test this.","C 0000349",0,1,0,0,0,0,0,0,0,0,0,4,2,0,2,0,1,0,0
,"C 0000350",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
"### Summary_x000D_
_x000D_
The existing method `#attribute_changed` now supports to send arrays to `from:` and `to:` optional params._x000D_
It will allow checking if a specific attribute has changed `from` a list of values or `to` a list of values._x000D_
Now, we'll be able to do something like this:_x000D_
_x000D_
    person.name = ""Bob""_x000D_
    person.name_changed?(from: nil, to: [""Bob"", ""Bill""]) # => true_x000D_
    person.name_changed?(from: [""Pete"", ""Bill""], to: ""Bob""]) # => false_x000D_
_x000D_
","C 0000351",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
